이미지URL,상품명,가격,행사유형,행사분류,증정상품이미지URL
https://msave.emart24.co.kr/cmsbo/upload/nHq/plu_image/500x500/8801073216198.JPG,삼양)맵탱마늘조개라면큰컵,1800,2+1,,
https://msave.emart24.co.kr/cmsbo/upload/nHq/plu_image/500x500/8801073216204.JPG,삼양)맵탱청양고추대파라면큰컵,1800,2+1,,
https://msave.emart24.co.kr/cmsbo/upload/nHq/plu_image/500x500/8801073216426.JPG,삼양)맵탱청양고추대파라면소컵,1300,2+1,,
https://msave.emart24.co.kr/cmsbo/upload/nHq/plu_image/500x500/8801073216488.JPG,삼양)맵탱흑후추소고기라면소컵,1300,2+1,,
https://msave.emart24.co.kr/cmsbo/upload/nHq/plu_image/500x500/8801073216495.JPG,삼양)맵탱마늘조개라면소컵,1300,2+1,,
https://msave.emart24.co.kr/cmsbo/upload/nHq/plu_image/500x500/8801118005824.JPG,롯데)생크림로제스파게티220g,3900,,,
https://msave.emart24.co.kr/cmsbo/upload/nHq/plu_image/500x500/8809054400192.JPG,영풍)요뽀끼치즈떡볶이컵120g,2700,2+1,,
https://msave.emart24.co.kr/cmsbo/upload/nHq/plu_image/500x500/8809054400529.JPG,영풍)요뽀끼짜장떡볶이컵120g,2700,2+1,,
https://msave.emart24.co.kr/cmsbo/upload/nHq/plu_image/500x500/8809054400796.JPG,영풍)요뽀끼화끈매운떡볶이컵120g,2700,2+1,,
https://msave.emart24.co.kr/cmsbo/upload/nHq/plu_image/500x500/8809054409034.JPG,영풍)요뽀끼매콤달콤떡볶이컵140g,2700,2+1,,
